sep=|
ESTADO|DISTRITO|PARTIDO_CI|CANDIDATURA_PROPIETARIA|CANDIDATURA_SUPLENTE
22|2|PES|JORGE LUIS MONTES NIEVES|ROGELIO RESENDIZ ACEVEDO
22|2|PAN-PRD-MC|ESAU MAGALLANES ALONSO|ALFREDO SAHAGUN SANCHEZ
22|2|PAN-PRD|ESAU MAGALLANES ALONSO|ALFREDO SAHAGUN SANCHEZ
22|2|PAN-MC|ESAU MAGALLANES ALONSO|ALFREDO SAHAGUN SANCHEZ
22|2|PRD-MC|ESAU MAGALLANES ALONSO|ALFREDO SAHAGUN SANCHEZ
22|2|PT-MORENA-PES|JORGE LUIS MONTES NIEVES|ROGELIO RESENDIZ ACEVEDO
22|2|PT-MORENA|JORGE LUIS MONTES NIEVES|ROGELIO RESENDIZ ACEVEDO
22|2|PT-PES|JORGE LUIS MONTES NIEVES|ROGELIO RESENDIZ ACEVEDO
22|2|MORENA-PES|JORGE LUIS MONTES NIEVES|ROGELIO RESENDIZ ACEVEDO
22|3|PAN|ALEJANDRO CANO ALCALA|LUIS BERNARDO GONZALEZ ZEPEDA
22|3|PRI|MANUEL POZO CABRERA|CAMILO MEDINA RAMIREZ
22|3|PRD|ALEJANDRO CANO ALCALA|LUIS BERNARDO GONZALEZ ZEPEDA
22|3|PVEM|ERIKA DEL ROSARIO ROSALES MORENO|DIANA CINTHYA UGALDE PAZ
22|3|PT|BEATRIZ SILVIA ROBLES GUTIERREZ|ADELINA ALCANTARA PLATA
22|3|MC|ALEJANDRO CANO ALCALA|LUIS BERNARDO GONZALEZ ZEPEDA
22|3|PANAL|FRANCISCO JAVIER DE LA TORRE DELGADO|MIGUEL ANGEL GONZALEZ TREJO
22|3|MORENA|BEATRIZ SILVIA ROBLES GUTIERREZ|ADELINA ALCANTARA PLATA
22|3|PES|BEATRIZ SILVIA ROBLES GUTIERREZ|ADELINA ALCANTARA PLATA
22|3|PAN-PRD-MC|ALEJANDRO CANO ALCALA|LUIS BERNARDO GONZALEZ ZEPEDA
22|3|PAN-PRD|ALEJANDRO CANO ALCALA|LUIS BERNARDO GONZALEZ ZEPEDA
22|3|PAN-MC|ALEJANDRO CANO ALCALA|LUIS BERNARDO GONZALEZ ZEPEDA
22|3|PRD-MC|ALEJANDRO CANO ALCALA|LUIS BERNARDO GONZALEZ ZEPEDA
22|3|PT-MORENA-PES|BEATRIZ SILVIA ROBLES GUTIERREZ|ADELINA ALCANTARA PLATA
22|3|PT-MORENA|BEATRIZ SILVIA ROBLES GUTIERREZ|ADELINA ALCANTARA PLATA
22|3|PT-PES|BEATRIZ SILVIA ROBLES GUTIERREZ|ADELINA ALCANTARA PLATA
22|3|MORENA-PES|BEATRIZ SILVIA ROBLES GUTIERREZ|ADELINA ALCANTARA PLATA
22|4|PAN|FELIPE FERNANDO MACIAS OLVERA|RAUL JAIME PEREZ
22|4|PRI|MARIA CRISTINA NIÑO DE RIVERA BURGUEÑO|LAURA CINTYA CASTAÑEDA FLORES
22|4|PRD|FELIPE FERNANDO MACIAS OLVERA|RAUL JAIME PEREZ
22|4|PVEM|DINORAH WENDY BARRERA ALVAREZ|TERESA CANALES ISLAS
22|4|PT|EUNICE ARIAS ARIAS|PATRICIA GONZALEZ MIRANDA
22|4|MC|FELIPE FERNANDO MACIAS OLVERA|RAUL JAIME PEREZ
22|4|PANAL|SHEILA GUADALUPE VILLARREAL CAMPUZANO|MARIELA JOCELYN SALAZAR LICEA
22|4|MORENA|EUNICE ARIAS ARIAS|PATRICIA GONZALEZ MIRANDA
22|4|PES|EUNICE ARIAS ARIAS|PATRICIA GONZALEZ MIRANDA
22|4|PAN-PRD-MC|FELIPE FERNANDO MACIAS OLVERA|RAUL JAIME PEREZ
22|4|PAN-PRD|FELIPE FERNANDO MACIAS OLVERA|RAUL JAIME PEREZ
22|4|PAN-MC|FELIPE FERNANDO MACIAS OLVERA|RAUL JAIME PEREZ
22|4|PRD-MC|FELIPE FERNANDO MACIAS OLVERA|RAUL JAIME PEREZ
22|4|PT-MORENA-PES|EUNICE ARIAS ARIAS|PATRICIA GONZALEZ MIRANDA
22|4|PT-MORENA|EUNICE ARIAS ARIAS|PATRICIA GONZALEZ MIRANDA
22|4|PT-PES|EUNICE ARIAS ARIAS|PATRICIA GONZALEZ MIRANDA
22|4|MORENA-PES|EUNICE ARIAS ARIAS|PATRICIA GONZALEZ MIRANDA
22|5|PAN|ANA PAOLA LOPEZ BIRLAIN|GABRIELA CASTRO JASSO
22|5|PRI|MARIA ISABEL AGUILAR MORALES|LUZ DEL CARMEN RAMIREZ VELAZQUEZ
22|5|PRD|ANA PAOLA LOPEZ BIRLAIN|GABRIELA CASTRO JASSO
22|5|PVEM|HORTENCIA FLORES CAMON|NORMA TORRES GONZALEZ
22|5|PT|ANTONIO LOPEZ ANDRES|JUAN ENRIQUE MUÑOZ AYALA
22|5|MC|ANA PAOLA LOPEZ BIRLAIN|GABRIELA CASTRO JASSO
22|5|PANAL|J. JESUS GUEVARA SANDOVAL|DIEGO RICARDO REYES MENA
22|5|MORENA|ANTONIO LOPEZ ANDRES|JUAN ENRIQUE MUÑOZ AYALA
22|5|PES|ANTONIO LOPEZ ANDRES|JUAN ENRIQUE MUÑOZ AYALA
22|5|PAN-PRD-MC|ANA PAOLA LOPEZ BIRLAIN|GABRIELA CASTRO JASSO
22|5|PAN-PRD|ANA PAOLA LOPEZ BIRLAIN|GABRIELA CASTRO JASSO
22|5|PAN-MC|ANA PAOLA LOPEZ BIRLAIN|GABRIELA CASTRO JASSO
22|5|PRD-MC|ANA PAOLA LOPEZ BIRLAIN|GABRIELA CASTRO JASSO
22|5|PT-MORENA-PES|ANTONIO LOPEZ ANDRES|JUAN ENRIQUE MUÑOZ AYALA
22|5|PT-MORENA|ANTONIO LOPEZ ANDRES|JUAN ENRIQUE MUÑOZ AYALA
22|5|PT-PES|ANTONIO LOPEZ ANDRES|JUAN ENRIQUE MUÑOZ AYALA
22|5|MORENA-PES|ANTONIO LOPEZ ANDRES|JUAN ENRIQUE MUÑOZ AYALA
23|1|PAN|MIGUEL RAMON MARTIN AZUETA|RUBEN TAPIA OROZCO
23|1|PRI|LESLIE ANGELINA HENDRICKS RUBIO|GLADYS KANTUN CHI
23|1|PRD|MIGUEL RAMON MARTIN AZUETA|RUBEN TAPIA OROZCO
23|1|PVEM|LESLIE ANGELINA HENDRICKS RUBIO|GLADYS KANTUN CHI
23|1|PT|ADRIANA PAULINA TEISSIER ZAVALA|ISELA BETZABE ZETINA MOLINA
23|1|MC|MIGUEL RAMON MARTIN AZUETA|RUBEN TAPIA OROZCO
23|1|PANAL|LESLIE ANGELINA HENDRICKS RUBIO|GLADYS KANTUN CHI
23|1|MORENA|ADRIANA PAULINA TEISSIER ZAVALA|ISELA BETZABE ZETINA MOLINA
23|1|PES|ADRIANA PAULINA TEISSIER ZAVALA|ISELA BETZABE ZETINA MOLINA
23|1|PAN-PRD-MC|MIGUEL RAMON MARTIN AZUETA|RUBEN TAPIA OROZCO
23|1|PAN-PRD|MIGUEL RAMON MARTIN AZUETA|RUBEN TAPIA OROZCO
23|1|PAN-MC|MIGUEL RAMON MARTIN AZUETA|RUBEN TAPIA OROZCO
23|1|PRD-MC|MIGUEL RAMON MARTIN AZUETA|RUBEN TAPIA OROZCO
23|1|PT-MORENA-PES|ADRIANA PAULINA TEISSIER ZAVALA|ISELA BETZABE ZETINA MOLINA
23|1|PT-MORENA|ADRIANA PAULINA TEISSIER ZAVALA|ISELA BETZABE ZETINA MOLINA
23|1|PT-PES|ADRIANA PAULINA TEISSIER ZAVALA|ISELA BETZABE ZETINA MOLINA
23|1|MORENA-PES|ADRIANA PAULINA TEISSIER ZAVALA|ISELA BETZABE ZETINA MOLINA
23|1|PRI-PVEM-NA|LESLIE ANGELINA HENDRICKS RUBIO|GLADYS KANTUN CHI
23|1|PRI-PVEM|LESLIE ANGELINA HENDRICKS RUBIO|GLADYS KANTUN CHI
23|1|PRI-NA|LESLIE ANGELINA HENDRICKS RUBIO|GLADYS KANTUN CHI
23|1|PVEM-NA|LESLIE ANGELINA HENDRICKS RUBIO|GLADYS KANTUN CHI
23|2|PAN|LUIS ALFONSO TORRES LLANES|FELIPE JESUS LOPEZ MENESES
23|2|PRI|CORA AMALIA CASTILLA MADRID|MARIA CAROLINA TOBON CHAN
23|2|PRD|LUIS ALFONSO TORRES LLANES|FELIPE JESUS LOPEZ MENESES
23|2|PVEM|CORA AMALIA CASTILLA MADRID|MARIA CAROLINA TOBON CHAN
23|2|PT|CARMEN PATRICIA PALMA OLVERA|ERIKA EDITH LOPEZ LARA
23|2|MC|LUIS ALFONSO TORRES LLANES|FELIPE JESUS LOPEZ MENESES
23|2|PANAL|CORA AMALIA CASTILLA MADRID|MARIA CAROLINA TOBON CHAN
23|2|MORENA|CARMEN PATRICIA PALMA OLVERA|ERIKA EDITH LOPEZ LARA
23|2|PES|CARMEN PATRICIA PALMA OLVERA|ERIKA EDITH LOPEZ LARA
23|2|PAN-PRD-MC|LUIS ALFONSO TORRES LLANES|FELIPE JESUS LOPEZ MENESES
23|2|PAN-PRD|LUIS ALFONSO TORRES LLANES|FELIPE JESUS LOPEZ MENESES
23|2|PAN-MC|LUIS ALFONSO TORRES LLANES|FELIPE JESUS LOPEZ MENESES
23|2|PRD-MC|LUIS ALFONSO TORRES LLANES|FELIPE JESUS LOPEZ MENESES
23|2|PT-MORENA-PES|CARMEN PATRICIA PALMA OLVERA|ERIKA EDITH LOPEZ LARA
23|2|PT-MORENA|CARMEN PATRICIA PALMA OLVERA|ERIKA EDITH LOPEZ LARA
23|2|PT-PES|CARMEN PATRICIA PALMA OLVERA|ERIKA EDITH LOPEZ LARA
23|2|MORENA-PES|CARMEN PATRICIA PALMA OLVERA|ERIKA EDITH LOPEZ LARA
23|2|PRI-PVEM-NA|CORA AMALIA CASTILLA MADRID|MARIA CAROLINA TOBON CHAN
23|2|PRI-PVEM|CORA AMALIA CASTILLA MADRID|MARIA CAROLINA TOBON CHAN
23|2|PRI-NA|CORA AMALIA CASTILLA MADRID|MARIA CAROLINA TOBON CHAN
23|2|PVEM-NA|CORA AMALIA CASTILLA MADRID|MARIA CAROLINA TOBON CHAN
23|3|PAN|KARLA YLIANA ROMERO GOMEZ|BERENICE SOSA OSORIO
23|3|PRI|ANA PATRICIA PERALTA DE LA PEÑA|CRISTINA DEL CARMEN ALCERRECA MANZANERO
23|3|PRD|KARLA YLIANA ROMERO GOMEZ|BERENICE SOSA OSORIO
23|3|PVEM|ANA PATRICIA PERALTA DE LA PEÑA|CRISTINA DEL CARMEN ALCERRECA MANZANERO
23|3|PT|MILDRED CONCEPCION AVILA VERA|RUBY MARIVEL CANTO ROSADO
23|3|MC|KARLA YLIANA ROMERO GOMEZ|BERENICE SOSA OSORIO
23|3|PANAL|ANA PATRICIA PERALTA DE LA PEÑA|CRISTINA DEL CARMEN ALCERRECA MANZANERO
23|3|MORENA|MILDRED CONCEPCION AVILA VERA|RUBY MARIVEL CANTO ROSADO
23|3|PES|MILDRED CONCEPCION AVILA VERA|RUBY MARIVEL CANTO ROSADO
23|3|PAN-PRD-MC|KARLA YLIANA ROMERO GOMEZ|BERENICE SOSA OSORIO
23|3|PAN-PRD|KARLA YLIANA ROMERO GOMEZ|BERENICE SOSA OSORIO
23|3|PAN-MC|KARLA YLIANA ROMERO GOMEZ|BERENICE SOSA OSORIO
23|3|PRD-MC|KARLA YLIANA ROMERO GOMEZ|BERENICE SOSA OSORIO
23|3|PT-MORENA-PES|MILDRED CONCEPCION AVILA VERA|RUBY MARIVEL CANTO ROSADO
23|3|PT-MORENA|MILDRED CONCEPCION AVILA VERA|RUBY MARIVEL CANTO ROSADO
23|3|PT-PES|MILDRED CONCEPCION AVILA VERA|RUBY MARIVEL CANTO ROSADO
23|3|MORENA-PES|MILDRED CONCEPCION AVILA VERA|RUBY MARIVEL CANTO ROSADO
23|3|PRI-PVEM-NA|ANA PATRICIA PERALTA DE LA PEÑA|CRISTINA DEL CARMEN ALCERRECA MANZANERO
23|3|PRI-PVEM|ANA PATRICIA PERALTA DE LA PEÑA|CRISTINA DEL CARMEN ALCERRECA MANZANERO
23|3|PRI-NA|ANA PATRICIA PERALTA DE LA PEÑA|CRISTINA DEL CARMEN ALCERRECA MANZANERO
23|3|PVEM-NA|ANA PATRICIA PERALTA DE LA PEÑA|CRISTINA DEL CARMEN ALCERRECA MANZANERO
23|4|PAN|GABRIELA DEL PILAR LOPEZ PALLARES|HAYDE CRISTINA SALDAÑA MARTINEZ
23|4|PRI|ELDA CANDELARIA AYUSO ACHACH|BERTHA NILDA RIVERO MENDEZ
23|4|PRD|GABRIELA DEL PILAR LOPEZ PALLARES|HAYDE CRISTINA SALDAÑA MARTINEZ
23|4|PVEM|ELDA CANDELARIA AYUSO ACHACH|BERTHA NILDA RIVERO MENDEZ
23|4|PT|JESUS DE LOS ANGELES POOL MOO|VICTOR GILBERTO AGUILAR ESPINOSA
23|4|MC|GABRIELA DEL PILAR LOPEZ PALLARES|HAYDE CRISTINA SALDAÑA MARTINEZ
23|4|PANAL|ELDA CANDELARIA AYUSO ACHACH|BERTHA NILDA RIVERO MENDEZ
23|4|MORENA|JESUS DE LOS ANGELES POOL MOO|VICTOR GILBERTO AGUILAR ESPINOSA
23|4|PES|JESUS DE LOS ANGELES POOL MOO|VICTOR GILBERTO AGUILAR ESPINOSA
23|4|PAN-PRD-MC|GABRIELA DEL PILAR LOPEZ PALLARES|HAYDE CRISTINA SALDAÑA MARTINEZ
23|4|PAN-PRD|GABRIELA DEL PILAR LOPEZ PALLARES|HAYDE CRISTINA SALDAÑA MARTINEZ
23|4|PAN-MC|GABRIELA DEL PILAR LOPEZ PALLARES|HAYDE CRISTINA SALDAÑA MARTINEZ
23|4|PRD-MC|GABRIELA DEL PILAR LOPEZ PALLARES|HAYDE CRISTINA SALDAÑA MARTINEZ
23|4|PT-MORENA-PES|JESUS DE LOS ANGELES POOL MOO|VICTOR GILBERTO AGUILAR ESPINOSA
23|4|PT-MORENA|JESUS DE LOS ANGELES POOL MOO|VICTOR GILBERTO AGUILAR ESPINOSA
23|4|PT-PES|JESUS DE LOS ANGELES POOL MOO|VICTOR GILBERTO AGUILAR ESPINOSA
23|4|MORENA-PES|JESUS DE LOS ANGELES POOL MOO|VICTOR GILBERTO AGUILAR ESPINOSA
23|4|PRI-PVEM-NA|ELDA CANDELARIA AYUSO ACHACH|BERTHA NILDA RIVERO MENDEZ
23|4|PRI-PVEM|ELDA CANDELARIA AYUSO ACHACH|BERTHA NILDA RIVERO MENDEZ
23|4|PRI-NA|ELDA CANDELARIA AYUSO ACHACH|BERTHA NILDA RIVERO MENDEZ
23|4|PVEM-NA|ELDA CANDELARIA AYUSO ACHACH|BERTHA NILDA RIVERO MENDEZ
24|1|PAN|JUAN JOSE JOVER NAVARRO|JOSE DE JESUS CHIGO OLIVARES
24|1|PRI|MA SARA ROCHA MEDINA|MARIA DEL CARMEN MATA VALENZUELA
24|1|PRD|JUAN JOSE JOVER NAVARRO|JOSE DE JESUS CHIGO OLIVARES
24|1|PVEM|MA SARA ROCHA MEDINA|MARIA DEL CARMEN MATA VALENZUELA
24|1|PT|ARIEL JOSUE CHAVEZ REYNA|ROBERTO RAMIREZ MONTOYA
24|1|MC|JUAN JOSE JOVER NAVARRO|JOSE DE JESUS CHIGO OLIVARES
24|1|PANAL|MA SARA ROCHA MEDINA|MARIA DEL CARMEN MATA VALENZUELA
24|1|MORENA|ARIEL JOSUE CHAVEZ REYNA|ROBERTO RAMIREZ MONTOYA
24|1|PES|ARIEL JOSUE CHAVEZ REYNA|ROBERTO RAMIREZ MONTOYA
24|1|PAN-PRD-MC|JUAN JOSE JOVER NAVARRO|JOSE DE JESUS CHIGO OLIVARES
24|1|PAN-PRD|JUAN JOSE JOVER NAVARRO|JOSE DE JESUS CHIGO OLIVARES
24|1|PAN-MC|JUAN JOSE JOVER NAVARRO|JOSE DE JESUS CHIGO OLIVARES
24|1|PRD-MC|JUAN JOSE JOVER NAVARRO|JOSE DE JESUS CHIGO OLIVARES
24|1|PT-MORENA-PES|ARIEL JOSUE CHAVEZ REYNA|ROBERTO RAMIREZ MONTOYA
24|1|PT-MORENA|ARIEL JOSUE CHAVEZ REYNA|ROBERTO RAMIREZ MONTOYA
24|1|PT-PES|ARIEL JOSUE CHAVEZ REYNA|ROBERTO RAMIREZ MONTOYA
24|1|MORENA-PES|ARIEL JOSUE CHAVEZ REYNA|ROBERTO RAMIREZ MONTOYA
24|1|PRI-PVEM-NA|MA SARA ROCHA MEDINA|MARIA DEL CARMEN MATA VALENZUELA
24|1|PRI-PVEM|MA SARA ROCHA MEDINA|MARIA DEL CARMEN MATA VALENZUELA
24|1|PRI-NA|MA SARA ROCHA MEDINA|MARIA DEL CARMEN MATA VALENZUELA
24|1|PVEM-NA|MA SARA ROCHA MEDINA|MARIA DEL CARMEN MATA VALENZUELA
24|2|PAN|JOSE RICARDO GALLARDO CARDONA|RAUL IVAN LOPEZ GUZMAN
24|2|PRI|JOSE LUIS ROMERO CALZADA|ENRIQUE NARVAEZ POSADAS
24|2|PRD|JOSE RICARDO GALLARDO CARDONA|RAUL IVAN LOPEZ GUZMAN
24|2|PVEM|JOSE LUIS ROMERO CALZADA|ENRIQUE NARVAEZ POSADAS
24|2|PT|JESUS MARIA HERNANDEZ REYNA|VICTOR ALEJANDRO ALBA TORRES
24|2|MC|JOSE RICARDO GALLARDO CARDONA|RAUL IVAN LOPEZ GUZMAN
24|2|PANAL|JOSE LUIS ROMERO CALZADA|ENRIQUE NARVAEZ POSADAS
24|2|MORENA|JESUS MARIA HERNANDEZ REYNA|VICTOR ALEJANDRO ALBA TORRES
24|2|PES|JESUS MARIA HERNANDEZ REYNA|VICTOR ALEJANDRO ALBA TORRES
24|2|PAN-PRD-MC|JOSE RICARDO GALLARDO CARDONA|RAUL IVAN LOPEZ GUZMAN
24|2|PAN-PRD|JOSE RICARDO GALLARDO CARDONA|RAUL IVAN LOPEZ GUZMAN
24|2|PAN-MC|JOSE RICARDO GALLARDO CARDONA|RAUL IVAN LOPEZ GUZMAN
24|2|PRD-MC|JOSE RICARDO GALLARDO CARDONA|RAUL IVAN LOPEZ GUZMAN
24|2|PT-MORENA-PES|JESUS MARIA HERNANDEZ REYNA|VICTOR ALEJANDRO ALBA TORRES
24|2|PT-MORENA|JESUS MARIA HERNANDEZ REYNA|VICTOR ALEJANDRO ALBA TORRES
24|2|PT-PES|JESUS MARIA HERNANDEZ REYNA|VICTOR ALEJANDRO ALBA TORRES
24|2|MORENA-PES|JESUS MARIA HERNANDEZ REYNA|VICTOR ALEJANDRO ALBA TORRES
24|2|PRI-PVEM-NA|JOSE LUIS ROMERO CALZADA|ENRIQUE NARVAEZ POSADAS
24|2|PRI-PVEM|JOSE LUIS ROMERO CALZADA|ENRIQUE NARVAEZ POSADAS
24|2|PRI-NA|JOSE LUIS ROMERO CALZADA|ENRIQUE NARVAEZ POSADAS
24|2|PVEM-NA|JOSE LUIS ROMERO CALZADA|ENRIQUE NARVAEZ POSADAS
24|3|PAN|JORGE LUIS DIAZ SALINAS|RAMON HERNANDEZ MENDEZ
24|3|PRI|OSCAR BAUTISTA VILLEGAS|RODOLFO ISAAC MONSIVAIS MORQUECHO
24|3|PRD|JORGE LUIS DIAZ SALINAS|RAMON HERNANDEZ MENDEZ
24|3|PVEM|OSCAR BAUTISTA VILLEGAS|RODOLFO ISAAC MONSIVAIS MORQUECHO
24|3|PT|ANA MARIA GONZALEZ CASTELLANOS|YURIDIA RAMIREZ ROCHA
24|3|MC|JORGE LUIS DIAZ SALINAS|RAMON HERNANDEZ MENDEZ
24|3|PANAL|OSCAR BAUTISTA VILLEGAS|RODOLFO ISAAC MONSIVAIS MORQUECHO
24|3|MORENA|ANA MARIA GONZALEZ CASTELLANOS|YURIDIA RAMIREZ ROCHA
24|3|PES|ANA MARIA GONZALEZ CASTELLANOS|YURIDIA RAMIREZ ROCHA
24|3|PAN-PRD-MC|JORGE LUIS DIAZ SALINAS|RAMON HERNANDEZ MENDEZ
24|3|PAN-PRD|JORGE LUIS DIAZ SALINAS|RAMON HERNANDEZ MENDEZ
24|3|PAN-MC|JORGE LUIS DIAZ SALINAS|RAMON HERNANDEZ MENDEZ
24|3|PRD-MC|JORGE LUIS DIAZ SALINAS|RAMON HERNANDEZ MENDEZ
24|3|PT-MORENA-PES|ANA MARIA GONZALEZ CASTELLANOS|YURIDIA RAMIREZ ROCHA
24|3|PT-MORENA|ANA MARIA GONZALEZ CASTELLANOS|YURIDIA RAMIREZ ROCHA
24|3|PT-PES|ANA MARIA GONZALEZ CASTELLANOS|YURIDIA RAMIREZ ROCHA
24|3|MORENA-PES|ANA MARIA GONZALEZ CASTELLANOS|YURIDIA RAMIREZ ROCHA
24|3|PRI-PVEM-NA|OSCAR BAUTISTA VILLEGAS|RODOLFO ISAAC MONSIVAIS MORQUECHO
24|3|PRI-PVEM|OSCAR BAUTISTA VILLEGAS|RODOLFO ISAAC MONSIVAIS MORQUECHO
24|3|PRI-NA|OSCAR BAUTISTA VILLEGAS|RODOLFO ISAAC MONSIVAIS MORQUECHO
24|3|PVEM-NA|OSCAR BAUTISTA VILLEGAS|RODOLFO ISAAC MONSIVAIS MORQUECHO
24|4|PAN|RAQUEL HURTADO BARRERA|MARIA HERMELINDA GONZALEZ MEDINA
24|4|PRI|MARGARITA IBARRA VILLANUEVA|CLAUDETTEE GUADALUPE GONZALEZ AYUB
24|4|PRD|RAQUEL HURTADO BARRERA|MARIA HERMELINDA GONZALEZ MEDINA
24|4|PVEM|MARGARITA IBARRA VILLANUEVA|CLAUDETTEE GUADALUPE GONZALEZ AYUB
24|4|PT|JOSÉ RICARDO DELSOL ESTRADA|ANTOLIN GUERRERO MARQUEZ
24|4|MC|RAQUEL HURTADO BARRERA|MARIA HERMELINDA GONZALEZ MEDINA
24|4|PANAL|MARGARITA IBARRA VILLANUEVA|CLAUDETTEE GUADALUPE GONZALEZ AYUB
24|4|MORENA|JOSÉ RICARDO DELSOL ESTRADA|ANTOLIN GUERRERO MARQUEZ
24|4|PES|JOSÉ RICARDO DELSOL ESTRADA|ANTOLIN GUERRERO MARQUEZ
24|4|PAN-PRD-MC|RAQUEL HURTADO BARRERA|MARIA HERMELINDA GONZALEZ MEDINA
24|4|PAN-PRD|RAQUEL HURTADO BARRERA|MARIA HERMELINDA GONZALEZ MEDINA
24|4|PAN-MC|RAQUEL HURTADO BARRERA|MARIA HERMELINDA GONZALEZ MEDINA
24|4|PRD-MC|RAQUEL HURTADO BARRERA|MARIA HERMELINDA GONZALEZ MEDINA
24|4|PT-MORENA-PES|JOSÉ RICARDO DELSOL ESTRADA|ANTOLIN GUERRERO MARQUEZ
24|4|PT-MORENA|JOSÉ RICARDO DELSOL ESTRADA|ANTOLIN GUERRERO MARQUEZ
24|4|PT-PES|JOSÉ RICARDO DELSOL ESTRADA|ANTOLIN GUERRERO MARQUEZ
24|4|MORENA-PES|JOSÉ RICARDO DELSOL ESTRADA|ANTOLIN GUERRERO MARQUEZ
24|4|PRI-PVEM-NA|MARGARITA IBARRA VILLANUEVA|CLAUDETTEE GUADALUPE GONZALEZ AYUB
24|4|PRI-PVEM|MARGARITA IBARRA VILLANUEVA|CLAUDETTEE GUADALUPE GONZALEZ AYUB
24|4|PRI-NA|MARGARITA IBARRA VILLANUEVA|CLAUDETTEE GUADALUPE GONZALEZ AYUB
24|4|PVEM-NA|MARGARITA IBARRA VILLANUEVA|CLAUDETTEE GUADALUPE GONZALEZ AYUB
24|5|PAN|JOSEFINA SALAZAR BAEZ|ZAIRA RIVERA HERVERT
24|5|PRI|MARTHA ORTA RODRIGUEZ|MARGARITA TOVAR MILAN
24|5|PRD|JOSEFINA SALAZAR BAEZ|ZAIRA RIVERA HERVERT
24|5|PVEM|MARTHA ORTA RODRIGUEZ|MARGARITA TOVAR MILAN
24|5|PT|PALOMA RACHEL AGUILAR CORREA|MARCELINA OVIEDO OVIEDO
24|5|MC|JOSEFINA SALAZAR BAEZ|ZAIRA RIVERA HERVERT
24|5|PANAL|MARTHA ORTA RODRIGUEZ|MARGARITA TOVAR MILAN
24|5|MORENA|PALOMA RACHEL AGUILAR CORREA|MARCELINA OVIEDO OVIEDO
24|5|PES|PALOMA RACHEL AGUILAR CORREA|MARCELINA OVIEDO OVIEDO
24|5|PAN-PRD-MC|JOSEFINA SALAZAR BAEZ|ZAIRA RIVERA HERVERT
24|5|PAN-PRD|JOSEFINA SALAZAR BAEZ|ZAIRA RIVERA HERVERT
24|5|PAN-MC|JOSEFINA SALAZAR BAEZ|ZAIRA RIVERA HERVERT
24|5|PRD-MC|JOSEFINA SALAZAR BAEZ|ZAIRA RIVERA HERVERT
24|5|PT-MORENA-PES|PALOMA RACHEL AGUILAR CORREA|MARCELINA OVIEDO OVIEDO
24|5|PT-MORENA|PALOMA RACHEL AGUILAR CORREA|MARCELINA OVIEDO OVIEDO
24|5|PT-PES|PALOMA RACHEL AGUILAR CORREA|MARCELINA OVIEDO OVIEDO
24|5|MORENA-PES|PALOMA RACHEL AGUILAR CORREA|MARCELINA OVIEDO OVIEDO
24|5|PRI-PVEM-NA|MARTHA ORTA RODRIGUEZ|MARGARITA TOVAR MILAN
24|5|PRI-PVEM|MARTHA ORTA RODRIGUEZ|MARGARITA TOVAR MILAN
24|5|PRI-NA|MARTHA ORTA RODRIGUEZ|MARGARITA TOVAR MILAN
24|5|PVEM-NA|MARTHA ORTA RODRIGUEZ|MARGARITA TOVAR MILAN
24|6|PAN|MA. GUADALUPE ALMAGUER PARDO|LETICIA MARTINEZ GOMEZ
24|6|PRI|MIGUEL TORRES HERNANDEZ|JOEL ARTURO TORRES MALDONADO
24|6|PRD|MA. GUADALUPE ALMAGUER PARDO|LETICIA MARTINEZ GOMEZ
24|6|PVEM|MIGUEL TORRES HERNANDEZ|JOEL ARTURO TORRES MALDONADO
24|6|PT|AMELIA ARAIZA DAVILA|MA MARGARITA SALAZAR ALONSO
24|6|MC|MA. GUADALUPE ALMAGUER PARDO|LETICIA MARTINEZ GOMEZ
24|6|PANAL|MIGUEL TORRES HERNANDEZ|JOEL ARTURO TORRES MALDONADO
24|6|MORENA|AMELIA ARAIZA DAVILA|MA MARGARITA SALAZAR ALONSO
24|6|PES|AMELIA ARAIZA DAVILA|MA MARGARITA SALAZAR ALONSO
24|6|PAN-PRD-MC|MA. GUADALUPE ALMAGUER PARDO|LETICIA MARTINEZ GOMEZ
24|6|PAN-PRD|MA. GUADALUPE ALMAGUER PARDO|LETICIA MARTINEZ GOMEZ
24|6|PAN-MC|MA. GUADALUPE ALMAGUER PARDO|LETICIA MARTINEZ GOMEZ
24|6|PRD-MC|MA. GUADALUPE ALMAGUER PARDO|LETICIA MARTINEZ GOMEZ
24|6|PT-MORENA-PES|AMELIA ARAIZA DAVILA|MA MARGARITA SALAZAR ALONSO
24|6|PT-MORENA|AMELIA ARAIZA DAVILA|MA MARGARITA SALAZAR ALONSO
24|6|PT-PES|AMELIA ARAIZA DAVILA|MA MARGARITA SALAZAR ALONSO
24|6|MORENA-PES|AMELIA ARAIZA DAVILA|MA MARGARITA SALAZAR ALONSO
24|6|PRI-PVEM-NA|MIGUEL TORRES HERNANDEZ|JOEL ARTURO TORRES MALDONADO
24|6|PRI-PVEM|MIGUEL TORRES HERNANDEZ|JOEL ARTURO TORRES MALDONADO
24|6|PRI-NA|MIGUEL TORRES HERNANDEZ|JOEL ARTURO TORRES MALDONADO
24|6|PVEM-NA|MIGUEL TORRES HERNANDEZ|JOEL ARTURO TORRES MALDONADO
24|7|PAN|MARCELINO RIVERA HERNANDEZ|JUAN MARCOS GARCIA HERNANDEZ
